A543S7	A543S8	A543S9	A543S10	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
dre-mir-130c-2-3p	22.8698691606246	31.9250073960447	46.2733918107812	57.6163915720736	39.671164984881	-0.449148306482545	0.231906510613924	-1.93676454056214	0.0527741322939089	0.821768631433724
dre-mir-430a-15-3p	332028.572118807	340207.701137115	373566.584778495	561580.739853912	401845.899472082	-0.368911491235439	0.194021267862716	-1.90139717825404	0.0572500088665644	0.860597936503179
dre-mir-7b-5p	35736.4575503919	27602.5894303874	43019.3274834424	41307.8383576323	36916.5532054635	-0.338197292979364	0.178705064913857	-1.89248857128022	0.0584259149552617	0.860597936503179
dre-mir-30a-5p	4327.74157416219	5313.2333737703	7382.84502890721	5649.52077360765	5668.33518761184	-0.345633039906564	0.187816590167173	-1.84026895387101	0.0657287609947296	0.942688809003359
dre-mir-182-5p	42412.5535228642	41474.0051439688	35333.4663726774	30314.0079657718	37383.5082513206	0.299191212516733	0.16768231091444	1.78427414844846	0.0743791288032953	0.965157742804665
dre-mir-19a-3p	2145.57489175259	2251.85320025673	2521.15350865837	3290.36311869707	2552.23617984119	-0.325814119638199	0.182316257951383	-1.78708209185097	0.0739242214399734	0.965157742804665
dre-mir-196b-3p	782.91185426538	840.31180181732	955.321637383869	1209.94422301354	947.122379120029	-0.334328211613473	0.184760117205946	-1.80952586883677	0.0703693449854834	0.965157742804665
dre-mir-451-3p	30.8743233668431	20.5232190403145	11.9415204672984	9.34319863330923	18.1705653769413	0.384123924308814	0.215089956392617	1.78587569011195	0.07411938789404	0.965157742804665
dre-mir-10b-2-5p	741125.553993031	702701.337794341	732021.175405623	678395.637966633	713560.926289907	0.0289604927658958	0.162398924827606	0.178329338058357	0.85846433963503	0.996994200547571
dre-mir-206-2-3p	622292.570340968	490858.390502543	510080.554070591	503241.807587529	531618.330625408	0.112027004294182	0.175914476393623	0.636826522699088	0.524237847930146	0.996994200547571
dre-mir-10a-5p	353972.973907399	328183.375137162	392404.333315658	334545.684663815	352276.591756008	-0.0772290388304237	0.169519810652733	-0.455575301394302	0.648695407172296	0.996994200547571
dre-mir-203b-3p	274818.069755561	264975.2810295	243363.709053365	231211.464979187	253592.131204403	0.15993078074846	0.16071960881938	0.995091899011487	0.319691570286851	0.996994200547571
dre-mir-203a-3p	210532.392202989	194663.872776218	181972.352330985	165044.489457863	188053.276692014	0.190556446816024	0.164853748861981	1.15591212290576	0.247717103446962	0.996994200547571
dre-mir-200b-3p	204570.979641787	202167.389693124	205425.498528759	196406.492870338	202142.590183502	0.0150979775656834	0.160045751314646	0.0943353849862664	0.924842742081896	0.996994200547571
dre-mir-92a-1-3p	179581.073609972	151003.00462562	197581.412271802	196087.266917033	181063.189356107	-0.212228337601062	0.169246727595701	-1.25395829281873	0.209857165278049	0.996994200547571
dre-mir-20a-5p	170660.299979385	176960.315996276	146052.258765351	191040.382455274	171178.314299071	0.0362502700793771	0.179566055954868	0.201877074632012	0.840012824868044	0.996994200547571
dre-mir-22a-3p	170650.008538262	145428.670298504	196981.35086832	167679.271472456	170184.825294386	-0.171010258093417	0.174819715225432	-0.9782092247027	0.327970854971669	0.996994200547571
dre-mir-1-2-3p	152978.841802334	139460.974273115	184472.608178825	81478.9208815453	139597.836283955	0.0878537383395493	0.222739973878985	0.394422863618006	0.693268866389707	0.996994200547571
dre-mir-21-2-5p	145675.349085888	189287.929566492	168576.951746793	174530.950470216	169517.795217347	-0.028399670879331	0.178832602982983	-0.158805891127321	0.873821807268166	0.996994200547571
dre-mir-10d-5p	134904.403040206	135424.741195186	166276.716366779	136237.850871598	143210.927868442	-0.135704602736641	0.171888973808358	-0.789489865056385	0.429825751018026	0.996994200547571
dre-mir-10c-5p	130693.297798763	124013.831408771	147131.473677583	133456.692078417	133823.823740884	-0.119302486151478	0.163741030600268	-0.728604710219057	0.466243496430503	0.996994200547571
dre-mir-9-6-5p	105135.837847279	92988.4251139937	106955.720755416	72232.2686341136	94328.0630877007	0.112126349163068	0.194363249311497	0.576890690808363	0.564013299626088	0.996994200547571
dre-mir-184-1-3p	100353.367041307	91433.2211822721	101174.532159185	92376.2048875283	96334.3313175731	-0.0112318857538707	0.165323614931217	-0.0679387863527166	0.945834363020483	0.996994200547571
dre-mir-100-2-5p	95999.3251176096	80772.5490696643	115747.665199465	75723.5105234268	92060.7624775414	-0.0873779526034378	0.198824846153235	-0.439471999068443	0.6603195668388	0.996994200547571
dre-mir-430b-13-3p	82641.4157053748	90045.6235393797	89150.9137386744	128778.863962673	97654.2042365255	-0.263347519692938	0.190967493134291	-1.37901752476663	0.16788935069961	0.996994200547571
dre-mir-25-3p	75446.9360319284	76119.4792416908	68230.862570026	70706.2128573398	72625.8726752462	0.108281874345873	0.15984918266747	0.677400237767426	0.49815204752544	0.996994200547571
dre-mir-363-3p	70829.5094483983	76036.246186694	81181.4415168111	72003.3602675975	75012.6393548752	-0.051630830085071	0.166150575034609	-0.310747224764742	0.755992793118995	0.996994200547571
dre-mir-30c-5p	63617.1150441093	61597.0214129972	64148.3552602684	56502.9937349375	61466.3713630781	0.0455700609217483	0.16545119974962	0.275429014662391	0.782986655305523	0.996994200547571
dre-mir-222a-3p	57021.0636136992	44820.4300263757	49406.5482433886	53550.5429668118	51199.6462125688	-0.0128645755028724	0.177828605737495	-0.0723425539413084	0.942329300243058	0.996994200547571
dre-mir-30d-5p	52925.0700470313	46845.3876383533	56134.1023366528	42908.6397234726	49703.2999363775	0.00856954026754652	0.182314017322209	0.0470042863045541	0.962509811329552	0.996994200547571
dre-mir-725-1-3p	51925.275600226	43042.8912217173	54468.2602314647	50162.076262465	49899.6258289683	-0.116605787316172	0.172607888422108	-0.675553060651641	0.499324452100521	0.996994200547571
dre-mir-17a-2-5p	50153.6230692496	55804.9129282862	51060.4488281094	69851.310182392	56717.5737520093	-0.152161750767274	0.186164185041083	-0.817352439373315	0.413727047018764	0.996994200547571
dre-mir-219-2-3p	49198.8060317936	45978.8517233178	43725.3698810714	45875.1052895483	46194.5332314328	0.0747827237742973	0.16202490704788	0.461550789547426	0.644403491259999	0.996994200547571
dre-mir-27b-3p	47676.435074668	51920.3236354889	59792.6856698213	53793.4661312779	53295.727627814	-0.161170417974213	0.165900607655959	-0.971487809788161	0.331305420595631	0.996994200547571
dre-mir-183-5p	39984.1545824919	34019.5159169924	43223.8260214448	32357.0540669221	37396.1376469628	-0.0242631861011882	0.186290838229411	-0.130243582195431	0.896373714613403	0.996994200547571
dre-mir-221-3p	39208.4848534607	36075.2583575305	40102.6111093047	46060.4120624423	40361.6915956846	-0.16442119865821	0.168298923157877	-0.976959302965775	0.328589300653714	0.996994200547571
dre-mir-141-3p	34699.3089839576	32482.5548466399	32468.9941505843	28295.877060977	31986.6837605397	0.122585882169164	0.167524982267395	0.731746874466154	0.464323080247356	0.996994200547571
dre-mir-126a-3p	32552.971763233	31545.3278437989	31079.2997062024	29700.4712555178	31219.517642188	0.0660358757911925	0.16073649960225	0.410833108563403	0.681194914090251	0.996994200547571
dre-mir-128-1-3p	30912.4398154442	24526.3869320114	24898.0701743171	21842.8412049048	25544.9345316693	0.201408070706264	0.17930391323887	1.12327760765571	0.261319610925259	0.996994200547571
dre-mir-205-5p	30502.306828497	30523.7276071255	33113.8362558184	31703.0301625904	31460.7252135078	-0.0749289553807991	0.160291526746714	-0.467454249775777	0.640174917043652	0.996994200547571
dre-mir-199-2-5p	30144.0122116472	33070.8871257956	43273.0847933724	34001.4570263845	35122.3602892999	-0.237651777536071	0.178371228037922	-1.33234367532384	0.182747281441325	0.996994200547571
dre-mir-26a-2-5p	30156.5906396855	27234.3116664973	35996.2207586125	33651.0870776354	31759.5525356077	-0.237883165618233	0.164903312227082	-1.44256147681651	0.149144041898826	0.996994200547571
dre-mir-454b-3p	29056.5499330595	30426.8124061018	32068.9532149298	27162.2356268021	29678.6377952233	0.00513669072604962	0.169403093952451	0.030322295810556	0.975810015261256	0.996994200547571
dre-mir-20b-5p	28455.4535386211	31736.8778881752	28162.5833320648	34420.3437651112	30693.8146309931	-0.0465687042288707	0.17518717889124	-0.265822559182722	0.790375868377871	0.996994200547571
dre-mir-200a-3p	28087.629809621	31459.8144311309	32522.7309926871	38151.394419346	32555.3924131963	-0.2067720728543	0.171756837761439	-1.20386515931025	0.228641699956363	0.996994200547571
dre-mir-199-2-3p	28027.7869853174	29790.592615852	29394.0526302549	27078.1468391024	28572.6447676317	0.029033962712859	0.163442514922123	0.177640210239625	0.859005543536658	0.996994200547571
dre-mir-200a-5p	25375.263327171	25684.8086289536	24445.7850866182	22274.1855418092	24445.010646138	0.109724128495957	0.162935521875432	0.673420548404687	0.500679779519416	0.996994200547571
dre-mir-92b-3p	25209.8379402425	25248.1201349291	25495.146197682	25815.2578238334	25442.0905241717	-0.0208573798297507	0.159718626887515	-0.130588274118083	0.896101019184976	0.996994200547571
dre-mir-222a-5p	24995.2423346186	24769.2450239884	22302.2821627381	29029.3181536918	25274.0219187592	-0.0365977187433442	0.179028928116286	-0.204423492495987	0.838022573429428	0.996994200547571
dre-mir-30e-2-3p	22125.8360839322	19829.9903082861	19754.2602330283	16148.1616379028	19464.5620657874	0.186064207577894	0.175458514911307	1.06044558551033	0.288941932855547	0.996994200547571
dre-mir-7a-1-5p	20440.3267267942	16391.2109401978	22584.400583778	12319.0073980182	17933.7364121971	0.0540493788226517	0.213583161584066	0.253060112144552	0.80022176171212	0.996994200547571
dre-mir-18c-5p	20242.5023585548	20689.6851503081	20927.5146189404	23555.7609543448	21353.865770537	-0.102272229503052	0.164917237323849	-0.620142752586982	0.535163807373267	0.996994200547571
dre-mir-93-5p	19190.8695416521	21406.8576378836	15661.3040928618	22098.2219675485	19589.3133099865	0.0824592786332285	0.189519403501124	0.435096761122613	0.663492194290409	0.996994200547571
dre-mir-143-1-3p	19158.0893958552	16294.2957391741	24006.9342094449	15142.2105850498	18650.382482381	-0.106957518767635	0.201710640584393	-0.530252238839553	0.59593705635357	0.996994200547571
dre-mir-130b-5p	18440.3566686976	14500.7944308177	18595.9327477004	14181.4183255912	16429.6255432017	0.00577119221395665	0.189727000152445	0.0304184022796941	0.975733368749285	0.996994200547571
dre-mir-181a-2-3p	15128.7996142392	15943.1206578176	12659.5043853947	12371.9521902736	14025.8442119313	0.268033722579799	0.161338951558327	1.66130819613576	0.0966515647590861	0.996994200547571
dre-mir-204-2-5p	13901.4499692856	13444.9888290771	15294.1023384924	10483.068866573	13280.902500857	0.0667563159642737	0.191447570313771	0.348692416701158	0.727320237976325	0.996994200547571
dre-mir-200c-3p	13947.5708720929	14091.470228847	15197.0774846956	13659.7564018981	14223.9687468834	-0.0354207424526156	0.164193868932426	-0.215725122277209	0.82920201751648	0.996994200547571
dre-mir-206-1-3p	13798.9167225488	11074.5570299208	15955.364034369	12107.2282289965	13234.0165039588	-0.137538658246536	0.188841133809752	-0.728329974893604	0.46641161752034	0.996994200547571
dre-mir-218a-2-5p	13614.8142758058	15367.3303458532	17303.2631571153	15913.0244722978	15549.6080627681	-0.166641761715755	0.167401569473144	-0.995461167062056	0.319512022074684	0.996994200547571
dre-mir-99-2-5p	13346.4744776545	15171.2195861347	15452.3274846841	9396.14342556465	13341.5412435095	0.14681189568902	0.203913497425824	0.719971446433674	0.471542576241985	0.996994200547571
dre-mir-430c-5-3p	12715.6472533073	13495.1566978423	10632.4312860708	23590.0193493336	15108.3136466385	-0.249205462867044	0.221839387397699	-1.12335985863631	0.261284690864495	0.996994200547571
dre-mir-216b-5p	11507.7369971403	12164.5679967286	17433.1271921972	11518.6067150981	13156.009725291	-0.223817622358399	0.195315422279754	-1.14592908100119	0.251824497279063	0.996994200547571
dre-mir-217-5p	11316.011260677	11903.4670433824	14640.3040929078	9886.66135381338	11936.6109376951	-0.0614998935137568	0.193166940071716	-0.318376910101304	0.750199050833127	0.996994200547571
dre-mir-429a-3p	10805.2508494231	12698.1716917768	10569.7383036175	13873.092770692	11986.5634038773	-0.0454557360842659	0.185019143534465	-0.245681258792544	0.805928980939513	0.996994200547571
dre-mir-196b-5p	10657.7401933371	10455.4399222047	10262.2441515845	13630.1696062259	11251.398468338	-0.144756535566256	0.181617752122818	-0.797039572807647	0.425428048877075	0.996994200547571
dre-mir-135b-5p	10483.1668587443	9214.9253491012	8487.43567213231	9129.86226451533	9328.84753612328	0.13630980506851	0.167965019441162	0.811536863580447	0.417057432066847	0.996994200547571
dre-mir-92a-1-5p	10302.1137278893	10518.1497581612	9842.79824517068	9944.27774538545	10151.8348691517	0.0632003445636215	0.160642032431268	0.393423462135679	0.694006743626679	0.996994200547571
dre-mir-181a-1-3p	9984.98487552868	10245.6470164592	9847.27631534591	10601.4160492615	10169.8310641488	-0.0132787876088734	0.162674213491904	-0.0816281039498264	0.934942452144787	0.996994200547571
dre-mir-196a-1-5p	9894.64889234421	9922.97640599205	9565.15789430599	12258.2766069017	10410.264949886	-0.114276001707112	0.177773070463004	-0.642819530593041	0.520341208685703	0.996994200547571
dre-mir-146a-5p	9463.55185866644	12886.3011996463	13465.5570169373	6186.75469502293	10500.5411925683	0.117774641143886	0.223560151543179	0.526814104977644	0.598322686919658	0.996994200547571
dre-mir-30e-2-5p	9220.3689165918	9057.58066979212	11156.3654965735	11534.1787128202	10242.1234489444	-0.26840795003178	0.160950572501469	-1.66764209570817	0.0953867964584594	0.996994200547571
dre-mir-133a-2-3p	9091.53532032028	8121.49384578667	11690.7485374851	8977.25668683795	9470.2585976075	-0.213762609109652	0.18205184627737	-1.17418534049893	0.24032079650665	0.996994200547571
dre-mir-301b-5p	8595.64032402074	7153.48201438517	6557.38742660521	9184.36425654297	7872.71850538852	0.000724209455477095	0.192239763727481	0.00376721985834176	0.996994200547571	0.996994200547571
dre-mir-9-4-3p	7099.18855194387	7341.61152225472	9693.52923932945	3477.22709136325	6902.88910122282	0.0771730534000601	0.229123394689182	0.336818741293308	0.736253544241097	0.996994200547571
dre-mir-16c-5p	6890.69157809618	7787.42144696377	7375.38157861515	9274.68184333163	7832.04411175168	-0.148858251715962	0.179286331757667	-0.830282209784773	0.40637924404592	0.996994200547571
dre-mir-301c-5p	6812.93402295005	6081.71390894652	5616.99268980547	6789.39100687137	6325.25790714335	0.046295631726883	0.175471938060407	0.263834959815315	0.791907094682771	0.996994200547571
dre-mir-10a-3p	6767.95661360083	6285.80592051409	8299.35672477236	6957.56858227094	7077.67196028955	-0.187818035415038	0.172300651739241	-1.09005992443535	0.275686748120501	0.996994200547571
dre-mir-192-5p	6579.66135751168	7030.34270014328	6521.56286520332	6233.47068818947	6591.25940276194	0.0799046303267718	0.163453570421138	0.488852156125424	0.624946369843946	0.996994200547571
dre-mir-375-1-3p	6378.7876733842	5653.00666677106	5676.70029214196	3790.22424557911	5374.67971946908	0.265570258316733	0.196162468777836	1.35382807920054	0.175791233133072	0.996994200547571
dre-mir-103-3p	6267.86880795517	6616.45778283027	6673.81725116137	6727.10301598264	6571.31171448236	-0.0487610357114536	0.162228658943051	-0.300569800854797	0.763742562584876	0.996994200547571
dre-mir-181b-2-5p	6313.60854627642	6847.91408645159	6606.64619853282	6780.04780823806	6637.05415987472	-0.021073963170248	0.163727679858853	-0.128713502740743	0.897584350648311	0.996994200547571
dre-mir-19b-3p	6190.49241729506	6728.19530871643	7055.94590611492	9321.39783649817	7324.00786715614	-0.276901907155877	0.182621087394578	-1.51626469377872	0.12945243536851	0.996994200547571
dre-mir-181a-2-5p	6031.1656621427	6670.0461881022	8026.19444408291	6543.35344286089	6817.68993429718	-0.163730564805289	0.176064593895357	-0.929945999833451	0.352399044377851	0.996994200547571
dre-mir-456-3p	6076.14307149193	5741.94061594576	6494.6944441519	6783.1622077825	6273.98508484302	-0.143695412070874	0.163058215633083	-0.881252205005236	0.378181328903946	0.996994200547571
dre-mir-221-5p	5980.85194998933	5306.39230075686	5985.68713423331	7641.17928227473	6228.52766681356	-0.220907338538343	0.180824022679788	-1.22167030278679	0.221832330967803	0.996994200547571
dre-mir-10b-1-5p	5773.49846959967	5203.77620555529	4988.57017521389	5264.89242986975	5307.68432005965	0.0837963966822723	0.166309682168091	0.503857596201636	0.614361450311703	0.996994200547571
dre-mir-19d-3p	5129.33048824208	5228.8601399379	5537.88011670962	8007.12122874601	5975.7979934089	-0.303573501901768	0.190958725450845	-1.5897335991589	0.111894866748574	0.996994200547571
dre-mir-21-1-5p	4973.81537794983	5844.55671114733	4731.82748516698	4654.47011916021	5051.16742335609	0.171753222143169	0.17019513930075	1.00915468472731	0.31290045533132	0.996994200547571
dre-mir-219-3-3p	4553.39094988035	4640.52786078222	4654.20760212954	4525.2225380661	4593.33723771455	0.00188745853789859	0.162376616101042	0.0116239553651253	0.99072563433223	0.996994200547571
dre-mir-124-2-5p	4540.05019286998	4641.66803961779	3882.48684193038	4955.00967519833	4504.80368740412	0.0452045778201226	0.178408472697592	0.253376855575384	0.799977010820873	0.996994200547571
dre-mir-16b-5p	4537.38204146791	4857.16183954109	4961.70175416247	5465.7712004859	4955.50420891434	-0.127864016654818	0.16649406186767	-0.767979441551765	0.442499398817086	0.996994200547571
dre-mir-133a-2-5p	4512.98751436325	5039.59045323278	4603.45614014352	3812.02504239016	4492.01478753243	0.150876900868768	0.175781591470682	0.858320257579032	0.390715646506471	0.996994200547571
dre-mir-16c-3p	4480.96969753837	4203.83936675775	4106.39035069223	4226.24018180021	4254.35989919714	0.0512136834527295	0.163935893259523	0.312400673424547	0.754736038642967	0.996994200547571
dre-mir-7a-3-5p	4203.48195172279	2900.61495769778	5039.32163719991	3257.66192348048	3850.27011752524	-0.160000870970273	0.209323774485969	-0.764370274533712	0.444646617716105	0.996994200547571
dre-mir-135b-3p	4091.41959283573	4187.87686305973	3800.3888887177	4612.42572531032	4173.02776748087	-0.0192276042858405	0.173536584060306	-0.110798563829968	0.911776084238319	0.996994200547571
dre-mir-17a-1-3p	3772.38491804502	4550.45373277195	3978.01900566877	4955.00967519833	4313.96683292102	-0.0827773651353808	0.183147968560626	-0.451969878704822	0.651290682084692	0.996994200547571
dre-mir-100-2-3p	3755.23251617455	4277.95099106999	3754.11549690692	3438.2970970578	3806.39902530232	0.133530813052815	0.170368601718129	0.783775952295123	0.433171586719575	0.996994200547571
dre-mir-458-3p	3714.44791617144	3427.37757973252	4231.77631559886	3036.5395558255	3602.53534183208	-0.0199227530002461	0.188758007636886	-0.105546531507005	0.91594214935106	0.996994200547571
dre-mir-181c-5p	3642.40782831547	3672.51602938072	4390.00146179056	3615.81787109067	3830.18579764435	-0.108399316786182	0.173643273735542	-0.624264415512426	0.53245394928341	0.996994200547571
dre-mir-96-5p	3681.28660588853	4261.98848737197	3543.64619867079	4053.39100708399	3885.07807475382	0.0530445601942595	0.174164409571512	0.304566015093223	0.760696706987762	0.996994200547571
dre-mir-499-5p	3627.16124887505	3214.16413748036	4537.77777757338	3536.40068270754	3728.87596165908	-0.193391610207995	0.182137149725019	-1.06179113102389	0.288330516984392	0.996994200547571
dre-mir-363-5p	3585.61431989992	3049.97838515784	2503.24122795742	3343.30791095248	3120.53546099192	0.145347572255839	0.188071077374365	0.772833198411028	0.439621103213454	0.996994200547571
dre-mir-454a-3p	3470.12148063877	3550.5168939744	3298.84502909117	3561.31587906303	3470.19982069184	0.0283545510367214	0.165021630993335	0.171823238359986	0.863576495651933	0.996994200547571
dre-mir-30d-3p	3495.65950120146	3332.74273637996	3173.45906418454	3221.84632871946	3305.92690762136	0.0809379226600771	0.163928840683107	0.493738150790312	0.621491118129271	0.996994200547571
dre-let-7g-1-5p	3414.85263016726	2959.90425714758	2452.4897659714	2637.89641413764	2866.28576685597	0.272185633316072	0.171595412571182	1.58620576877696	0.112692639605206	0.996994200547571
dre-mir-140-5p	3265.05498716517	3234.68735652068	3969.06286531829	3802.68184375685	3567.87176319025	-0.220517000680716	0.163391986774773	-1.34961943381401	0.177138087177955	0.996994200547571
dre-mir-19c-3p	3228.08203202216	3848.10357005896	3694.40789457043	5121.63005082567	3973.05588686931	-0.248435368392674	0.191648903748702	-1.29630466719722	0.194870541272232	0.996994200547571
dre-mir-26a-1-3p	3064.18130303768	3152.59448035942	2368.89912270031	2633.22481482098	2804.7249302296	0.265268622278799	0.167604572321787	1.58270516492537	0.113488680545466	0.996994200547571
dre-mir-24-1-3p	3023.01553854856	3431.93829507481	3682.46637410313	3182.91633441401	3330.08413553513	-0.07438164366788	0.173982622004775	-0.427523409009427	0.668998138600624	0.996994200547571
dre-mir-196c-5p	2936.49120022419	2775.19528578475	2109.17105253657	3246.76152507496	2766.90476590512	0.0707893654210184	0.198154244016095	0.357243751061262	0.720909335312342	0.996994200547571
dre-mir-7146-5p	2866.73809928429	3563.05886116571	3380.94298230385	5053.11326084807	3715.96330090048	-0.295693112725213	0.199876897411404	-1.47937613878702	0.139039813762097	0.996994200547571
dre-mir-9-6-3p	2799.27198526045	3322.4811268598	3271.97660803975	3168.90153646405	3140.65781415601	-0.0618373327581029	0.172459069551655	-0.358562370299588	0.719922501429345	0.996994200547571
dre-let-7a-5-5p	2334.25131232775	2190.28354313578	2006.17543850613	1837.49573121748	2092.05150629678	0.198678628000672	0.16888757680048	1.17639575251522	0.239436768273154	0.996994200547571
