mt1	mt2	wt2	wt3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
mmu-mir-6540-5p	2520.84906044662	1340.3499624167	1587.8270386065	944.94114129989	1598.49180069243	-0.573482041154232	0.599571950919054	-0.956485773350754	0.338826868585438	0.789444625731527
mmu-mir-193b-3p	329.667780303613	1320.24471298044	485.271802788239	452.729460455657	646.978439131989	-0.738057176490174	0.750188987943716	-0.983828326397065	0.325199929168959	0.789444625731527
mmu-mir-712-5p	97.4738869647702	130.013946354419	165.936406728501	156.612807541347	137.509261897259	0.487272719922263	0.509894054435848	0.955635225951765	0.339256558124735	0.789444625731527
mmu-mir-1933-3p	183.060714543593	178.26654500142	210.186115189435	302.697022979073	218.55259942838	0.482931427149956	0.50385824572424	0.958466853024894	0.33782739827046	0.789444625731527
mmu-mir-574-5p	100.64376946769	121.971846579919	133.486620523817	189.514657865159	136.404223609146	0.512234278421996	0.533365567039625	0.960381228329164	0.336863382140469	0.789444625731527
mmu-mir-33-5p	135.512476999802	151.459545753087	188.061260958968	210.571842072399	171.401281446064	0.457699487519597	0.4762498617019	0.961049071770831	0.336527494861821	0.789444625731527
mmu-mir-122-5p	147.39953638575	171.564795189337	53.837145294136	142.135993398869	128.734367567023	-0.65584729074607	0.681429945429507	-0.96245739587022	0.335819894343899	0.789444625731527
mmu-mir-3572-5p	38.0385900350323	46.9122486845843	53.837145294136	78.9644407771495	54.4381061977255	0.604045829348527	0.617139444321659	0.978783376927844	0.327687024904744	0.789444625731527
mmu-mir-491-5p	46.7557669180605	139.396396091336	47.1996890249959	59.2233305828622	73.1437956543137	-0.728727072552916	0.746276184508727	-0.97648442718648	0.328824461350985	0.789444625731527
mmu-mir-703-3p	48.3407081695202	100.526247181252	48.6746793070271	42.1143684144798	59.9140007680698	-0.651498038211163	0.674786885573786	-0.965487107321566	0.334300890500575	0.789444625731527
mmu-mir-5114-5p	27.7364719005444	40.2104988725008	32.4497862046847	88.176958867817	47.1434289613867	0.743127877736842	0.76930715788095	0.965970315138859	0.334059035228128	0.789444625731527
mmu-mir-3067-3p	32.4912956549234	17.424549511417	12.5374173972645	14.4768141424774	19.2325191765206	-0.803198437558255	0.811274942870127	-0.990044675503845	0.32215228298044	0.789444625731527
mmu-let-7g-5p	777759.20103379	631507.225142588	928780.73073105	937105.23662677	818788.09838355	0.393629407628612	0.425228652668565	0.925688815084194	0.354607722178672	0.792461769380996
mmu-mir-181a-1-3p	46049.6755905352	31734.1257101777	53197.7370068755	53374.6976693013	46089.0589942224	0.439021879203178	0.46535070093838	0.943421549205555	0.345465325121275	0.792461769380996
mmu-mir-345-3p	7086.27233527622	7079.72850148498	9023.25305032539	9498.10615147814	8171.84000964118	0.376989851115537	0.405027299025826	0.930776399571769	0.351969240133292	0.792461769380996
mmu-mir-132-3p	12507.563885894	22071.5428311157	7487.05067158998	15098.001076591	14291.0396162977	-0.576793393699851	0.620380669567409	-0.929741079943785	0.352505159362119	0.792461769380996
mmu-mir-181b-1-3p	7954.82014107612	6246.0308248618	9462.80015437067	9550.74911199624	8303.60005807621	0.40876455228784	0.433585589760378	0.942754007377746	0.3458067417164	0.792461769380996
mmu-mir-1957a-5p	3877.5587716961	3176.62941092757	4114.48539172582	5485.39648598599	4163.51751508387	0.42965963404457	0.461446486180162	0.931114759592769	0.351794204549335	0.792461769380996
mmu-mir-5097-3p	521.445671730234	660.792531471431	861.394324706176	742.265743305206	696.474567803262	0.426803399088718	0.455221695620183	0.937572622735502	0.348464086211418	0.792461769380996
mmu-mir-152-5p	824.961921384762	1062.89752019644	1688.12637778462	1016.00913799932	1147.99873934129	0.496601886965886	0.528142327085547	0.940280415899043	0.347073742377357	0.792461769380996
mmu-mir-219-1-5p	541.25743737348	454.37863725926	393.084910161294	342.179243367648	432.72505704042	-0.423435315186951	0.452281358745105	-0.936221020388305	0.349159402547868	0.792461769380996
mmu-mir-6243-3p	509.558612344286	420.869888198842	261.810775060524	398.770425924605	397.752425382065	-0.476428103594209	0.510732294234136	-0.932833323783907	0.350906032678423	0.792461769380996
mmu-mir-29c-3p	162.456478274617	313.641891205507	189.536251240999	115.814513139819	195.362283465236	-0.59517926203702	0.628409855345879	-0.947119554179224	0.343577861635499	0.792461769380996
mmu-mir-497-3p	44.378355040871	45.5718987221676	110.624271152334	40.7982944015273	60.343204829225	0.69324638177372	0.731927625649661	0.947151545425536	0.343561562075963	0.792461769380996
mmu-mir-196b-3p	91.1341219589315	0	8.84994169218674	17.1089621683824	29.2732564548752	-1.15166475165362	1.24240382412279	-0.926964912126507	0.353944752389963	0.792461769380996
mmu-mir-9-2-5p	10094234.8625346	9115639.6733982	6727514.75079003	7856094.56455184	8448370.96281866	-0.38666016660933	0.420738098139117	-0.919004407538776	0.358093266828058	0.793875075985709
mmu-mir-181d-5p	11784.8306752284	15565.4841135451	14417.2925117132	24485.5570109811	16563.291077867	0.485825511318552	0.531120353032712	0.914718309220265	0.360339529917567	0.793875075985709
mmu-mir-30b-5p	9628.51810261754	18539.7206801477	11720.2727810193	7133.12115020251	11755.4081784968	-0.546309775275655	0.597380039355958	-0.914509590686421	0.360449140719191	0.793875075985709
mmu-let-7c-1-5p	1825.85232168155	1769.26195039004	1094.44278926709	1555.59948330985	1561.28913616213	-0.425724634911075	0.465722277740833	-0.914116964677356	0.360655389226796	0.793875075985709
mmu-mir-3086-5p	56.2654144268186	61.656098271168	73.7495141015561	98.7055509714369	72.5941444427449	0.51854796093646	0.563396940039754	0.920395415885414	0.357366163306098	0.793875075985709
mmu-mir-155-5p	3642.98746648007	5154.98595545461	3049.54240809935	3438.90139584486	3821.60430646972	-0.424421260667647	0.466241854616391	-0.910302789132578	0.362662848036407	0.795903795241575
mmu-mir-295-3p	366.913899712915	52.2736485342511	1276.60408909794	5.26429605180997	425.263983349228	1.08347942701694	1.21044170086429	0.895110789923468	0.370727866610491	0.811174705150716
mmu-mir-99a-5p	2018745.21927857	1872704.79908951	1197425.13576822	1702246.97842512	1697780.53314036	-0.41039463419441	0.461750315286213	-0.888780409256526	0.374121106555628	0.811333642323301
mmu-mir-365-2-5p	54.6804731753589	57.6350483839179	100.299339178116	64.4876266346721	69.2756218430163	0.5284697826179	0.594456276135977	0.8889968931828	0.374004749511445	0.811333642323301
mmu-mir-1895-3p	25.3590600233548	32.1683990980007	8.84994169218674	23.6893322331449	22.5166832616718	-0.743613376591004	0.836178315063715	-0.889300001201708	0.373841870867799	0.811333642323301
mmu-mir-27a-5p	1785.43631976933	1777.30405016454	1917.48736664046	2929.58075283225	2102.45212235164	0.427676768851347	0.483651774321055	0.884265894509981	0.376552694505865	0.814198009064305
mmu-let-7i-3p	241.703540847601	348.490990228341	225.673513150762	202.675397994684	254.635860555347	-0.441680499340905	0.501880918167351	-0.88005039313654	0.378832010788506	0.814322181548314
mmu-mir-210-5p	65.7750619355766	186.308644775921	172.573862997641	226.364730227829	162.755574984242	0.61384027808462	0.69710710599731	0.88055375250613	0.37855939944171	0.814322181548314
mmu-mir-210-3p	10381.3651970609	21166.8066064844	29257.9072343694	17536.686222592	19585.6913151267	0.534778576333976	0.612967208483804	0.872442389955525	0.382967083701188	0.820803720330325
mmu-mir-33-3p	196.532715181	162.18234545242	363.585104520672	168.457473657919	222.689409703003	0.535968416953938	0.616163122371543	0.869848255265676	0.384383336488364	0.821437275935775
mmu-mir-181a-2-5p	102197.01189412	95119.2754328632	66379.7251573876	84551.1749621329	87061.7968616259	-0.375347671914598	0.434801433182073	-0.863262269325183	0.387993284009211	0.823722101877184
mmu-mir-5109-3p	39280.3915055509	29115.0818836154	23498.0701830378	28017.8996617456	29977.8608084875	-0.395576701104927	0.458801484054499	-0.862195774976914	0.388579794286472	0.823722101877184
mmu-mir-124-3-3p	74.4922388186049	53.6139984966678	49.4121744480426	36.8500723626698	53.5921210314963	-0.53406072766521	0.619738046401758	-0.86175236580359	0.3888238025232	0.823722101877184
mmu-mir-128-2-3p	2871.91354764494	3006.40496570065	2733.89448774469	5601.21099912581	3553.35600005402	0.478002681793684	0.567519981717748	0.842265818283409	0.399639179558863	0.830464111083906
mmu-mir-27a-3p	5417.32919748918	6164.26947715438	4101.21047918754	4877.37029200194	5140.04486145826	-0.356895093889017	0.428843309102959	-0.832227264162193	0.40528067736368	0.830464111083906
mmu-mir-331-3p	1834.56949856458	3235.6048092739	1549.47729127369	2078.08086645199	2174.43311639104	-0.460335670186353	0.545984828148189	-0.843129051310214	0.399156272684116	0.830464111083906
mmu-mir-15a-5p	808.320038244436	906.076574593686	793.544771732744	426.407980196608	733.587341191868	-0.466184970578441	0.549492959041319	-0.848391162994659	0.396220162476864	0.830464111083906
mmu-mir-2137-3p	451.708256666008	391.382189025675	183.636290112875	400.086499937558	356.703308935529	-0.502429692022189	0.604129955349468	-0.831658300624328	0.405601844158306	0.830464111083906
mmu-mir-92a-1-5p	132.342594496883	217.136693911505	226.411008291777	257.950506538689	208.460200809713	0.451912783826518	0.540669318109824	0.8358395209227	0.403245189858751	0.830464111083906
mmu-mir-3064-5p	114.115770105097	162.18234545242	170.361377574595	210.571842072399	164.307833801128	0.444983995331729	0.525311807724756	0.847085461983152	0.396947487791765	0.830464111083906
mmu-mir-1946b-3p	34.0762369063831	25.4666492859172	41.2997278968714	48.6947384792422	37.3843381421035	0.544937415908846	0.650145754813005	0.838177303896386	0.401931131843052	0.830464111083906
mmu-mir-3091-3p	28.5289425262742	22.7859493610838	41.2997278968714	36.8500723626698	32.3661730367248	0.559760645072801	0.66494644898539	0.841813120330084	0.399892566705838	0.830464111083906
mmu-mir-3083-5p	65.7750619355766	62.9964482335847	50.8871647300737	38.1661463756223	54.4562053187143	-0.496653169920829	0.592363979658107	-0.838425675726402	0.401791674204259	0.830464111083906
mmu-mir-3967-3p	52.3030612981694	38.8701489100842	53.837145294136	81.5965888030545	56.651736076361	0.52392240516307	0.627198338551794	0.835337680219005	0.403527607574226	0.830464111083906
mmu-mir-186-3p	28.5289425262742	57.6350483839179	26.5498250765602	27.6375542720023	35.0878425646887	-0.602706555663866	0.723479257869677	-0.833066807524748	0.404807052196074	0.830464111083906
mmu-mir-879-5p	73.699768192875	50.9332985718344	102.511824601163	76.3322927512446	75.8692960292793	0.490011265553537	0.590867297775014	0.82930848838434	0.406929868882874	0.830862378526872
mmu-mir-25-3p	135965.77019772	126220.75596078	149511.652442944	183155.388234572	148713.391709004	0.333832693218808	0.426837960364133	0.782106382792236	0.434152055942486	0.836527700920405
mmu-mir-744-5p	13288.1474522379	14663.4285888386	14099.4321059355	22898.3717513604	16237.3449745931	0.388682854155013	0.50043208565814	0.776694511191943	0.437339025951462	0.836527700920405
mmu-mir-9-1-3p	15671.8990944333	17121.6304199109	17213.8740864442	26147.7584893401	19038.7905225321	0.388492371992621	0.48097160519949	0.807724131306023	0.419249408750506	0.836527700920405
mmu-mir-292-5p	1992.27115308482	209.094594137004	9190.66444733593	27.6375542720023	2854.91693720744	1.01655888939559	1.29160800263698	0.787049079380241	0.431253136103619	0.836527700920405
mmu-mir-293-5p	1692.71725655894	107.227996993336	8470.13169456372	13.1607401295249	2570.80942206138	1.01124327155852	1.28871751412891	0.784689631724342	0.432635563288949	0.836527700920405
mmu-mir-342-3p	4804.74940380001	10972.1047923431	4789.29344575506	6271.09267171863	6709.31007840419	-0.481978498006608	0.610097026804879	-0.790003027109907	0.429526000474321	0.836527700920405
mmu-mir-301a-5p	1804.45561478684	1403.34641065028	1800.22563921899	2426.8404798844	1858.71703613513	0.383621699252247	0.475068849259489	0.807507585164162	0.419374106226337	0.836527700920405
mmu-mir-194-2-5p	3260.22415425256	3168.58731115307	3146.15427157239	1442.41711819593	2754.34571379349	-0.459730272234503	0.585643422516507	-0.78500031684646	0.432453382824412	0.836527700920405
mmu-mir-671-5p	2335.41093402584	2243.74583708555	1778.10078498852	1863.56080234073	2055.20458961016	-0.322037252479554	0.410065447293555	-0.785331352848698	0.432259317837112	0.836527700920405
mmu-let-7b-3p	2372.65705343514	2247.7668869728	1212.44201182958	2172.83819538457	2001.42603690552	-0.429452679953622	0.530214066740814	-0.809960932559628	0.417962629632965	0.836527700920405
mmu-mir-1843b-3p	542.84237862494	718.427579855349	606.958501055807	1146.30046528162	753.632231204429	0.450589717431294	0.568298053383874	0.792875700960618	0.427850245764603	0.836527700920405
mmu-mir-34c-3p	581.673439285702	337.768190529007	403.409842135512	239.525470357354	390.594235576894	-0.486755770505544	0.593462561378594	-0.820196255303496	0.412104236380147	0.836527700920405
mmu-mir-188-5p	378.008488473133	474.48388669551	371.697551071843	271.111246668213	373.825293227175	-0.389537396794607	0.492983622024287	-0.790162957534147	0.429432606021508	0.836527700920405
mmu-mir-3096b-3p	407.329901625137	345.810290303507	481.584327083162	481.683088740612	429.101901938105	0.343465374523697	0.442176765102597	0.776760340277048	0.437300179463845	0.836527700920405
mmu-mir-103-1-3p	309.063544034637	218.477043873921	390.134929597232	315.857763108598	308.383320153597	0.402892678755887	0.502170123725665	0.802303163252275	0.422377613061793	0.836527700920405
mmu-mir-145a-5p	324.120485923504	245.284043122255	306.060483521458	467.206274598135	335.667821791338	0.41956347631143	0.526977402650683	0.796169767813641	0.425933366999915	0.836527700920405
mmu-mir-3473d-3p	90.3416513332016	95.1648473315853	117.99922256249	131.607401295249	108.778280630632	0.410729783321079	0.502899664512326	0.816723120544081	0.414086675422293	0.836527700920405
mmu-mir-323-3p	220.306833952895	103.206947106086	150.449008767175	44.7465164403847	129.677326566635	-0.649465159263326	0.790653076241871	-0.821428738822293	0.411402099351351	0.836527700920405
mmu-mir-31-5p	215.552010198516	223.838443723588	117.99922256249	201.359323981731	189.687250116581	-0.442212928363904	0.550210514069199	-0.803715881569445	0.421561079935084	0.836527700920405
mmu-mir-291a-5p	54.6804731753589	2.68069992483339	162.248931023424	1.31607401295249	55.2315445341421	0.968565996059123	1.23647912236249	0.783325798666556	0.433435817153493	0.836527700920405
mmu-mir-3102-5p	27.7364719005444	34.8490990228341	53.837145294136	38.1661463756223	38.6472156482842	0.528786096541088	0.656960074257747	0.804898375504062	0.420878325921194	0.836527700920405
mmu-mir-147-3p	87.1717688302823	87.1227475570852	115.786737139443	115.814513139819	101.473941666657	0.393865912149816	0.503718027962178	0.781917442469201	0.434263093505	0.836527700920405
mmu-mir-582-5p	66.5675325613065	58.9753983463346	84.8119412167896	85.544810841912	73.9749207415856	0.417839976456287	0.539025773310319	0.775176247863263	0.438235521355301	0.836527700920405
mmu-mir-302a-5p	23.7741187718952	1.3403499624167	84.074446075774	0	27.2972287025215	0.991825005268847	1.27664448251353	0.776899926999319	0.437217814331855	0.836527700920405
mmu-mir-1966-3p	38.8310606607621	24.1262993235005	45.7246987429648	48.6947384792422	39.3441993016174	0.531532811333077	0.6631564489227	0.80151947884478	0.422830971992225	0.836527700920405
mmu-mir-130b-3p	277.364719005444	392.722538988092	641.620772683538	305.329171004978	404.259300420513	0.471625172268467	0.611298238948162	0.771514037207067	0.440402305348561	0.838480233299987
mmu-let-7f-2-5p	1294503.14454157	1438917.95830286	1483437.55137632	2021875.29358082	1559683.48695039	0.347428543616762	0.453194222937098	0.766621739714859	0.443306446086772	0.83848690144899
mmu-mir-378a-3p	65133.1607287355	91692.0005789637	56493.602792074	64895.6095786874	69553.5934196152	-0.357155082599791	0.46445480821752	-0.768977037767091	0.441906942094352	0.83848690144899
mmu-mir-714-5p	34.0762369063831	28.1473492107506	30.9747959226536	64.4876266346721	39.4215021686148	0.551529830665693	0.720267612283207	0.765729044677402	0.443837541285414	0.83848690144899
mmu-mir-30e-3p	40076.8244844094	40181.0111733277	38005.3371019549	69683.4868378086	46986.6648993751	0.405260660597987	0.532728918441269	0.760725852434957	0.446820830037306	0.839794021582937
mmu-mir-5113-5p	31.6988250291936	81.7613477074184	48.6746793070271	134.239549321154	74.0936003411983	0.614938639487831	0.808036755357751	0.761028053996842	0.446640311044599	0.839794021582937
mmu-mir-6239-5p	923.228278975262	804.209977450017	578.1961905562	768.587223564256	768.555417636434	-0.348254731787801	0.462517919758113	-0.752954030343151	0.45147753851882	0.845099505278786
mmu-mir-7a-2-3p	103.021181344879	41.5508488349175	32.4497862046847	61.8554786087671	59.7193237483121	-0.571059661700038	0.759217389266319	-0.752168838297934	0.451949530790292	0.845099505278786
mmu-mir-760-3p	1694.3021978104	1569.54980598995	1312.00385586668	3313.87436461438	1972.43255607035	0.470952027048365	0.628724226074163	0.749059774567701	0.453821178521364	0.846440009812111
mmu-mir-92a-2-3p	15174.227541475	16080.1784991131	13179.0381699481	11972.3252958288	14101.4423765912	-0.305291220464533	0.410008547674216	-0.744597209488206	0.456515255395188	0.849303761940793
mmu-mir-212-5p	11266.5548860011	9318.11293872086	3831.28725757584	10536.4885476977	8738.11090749887	-0.483204969591135	0.653498297250575	-0.739412744645389	0.459656405708986	0.851047277939231
mmu-mir-22-3p	4484.59127100516	6109.3151286953	3614.46368611727	4624.68408151506	4708.26354183319	-0.350048549891078	0.473538876253076	-0.739218187661533	0.459774518504687	0.851047277939231
mmu-let-7c-2-5p	490419.654262285	488328.361457312	272396.780314662	472636.395975577	430945.298002459	-0.377223361640279	0.516352486382747	-0.730553975411019	0.46505163293904	0.853237252430451
mmu-mir-1983-5p	91.9265925846613	225.178793686005	120.949203126552	98.7055509714369	134.190035092164	-0.486310559523264	0.666454917117218	-0.729697608994805	0.465575042961015	0.853237252430451
mmu-mir-470-5p	29.321413152004	30.828049135584	88.4994169218674	14.4768141424774	40.7814233379832	0.670146445965307	0.918469007034073	0.729634250946964	0.465613780316754	0.853237252430451
mmu-mir-466q-5p	19.811765643246	28.1473492107506	35.399766768747	34.2179243367648	29.3942014898771	0.506335501939211	0.689863603335035	0.733964655464375	0.462970279715151	0.853237252430451
mmu-mir-1191-3p	2378.20434781525	1785.34614993904	2595.98289637478	2650.57306208632	2352.52661405385	0.322972419051106	0.447155965641336	0.722281360124271	0.470121510579985	0.854829784503447
mmu-mir-5098-3p	435.066373525682	376.638339439091	470.521899967928	554.067159452999	459.073443096425	0.324226494968639	0.449771352938364	0.720869599298537	0.470989748725238	0.854829784503447
mmu-mir-153-5p	175.136008286294	190.329694663171	149.711513626159	135.555623334107	162.683209977433	-0.342916019618428	0.475867106093392	-0.720612993055101	0.471147657488939	0.854829784503447
mmu-mir-5128-3p	59.4352969297379	103.206947106086	106.936795447256	114.498439126867	96.0193696524867	0.426523566404546	0.589414299435931	0.723639665363954	0.469286983065719	0.854829784503447
mmu-mir-344i-5p	35.6611781578428	17.424549511417	18.437378525389	15.7928881554299	21.8289985875197	-0.573012077664234	0.800175317433035	-0.716108164273872	0.473924562942796	0.857744949721159
mmu-mir-3061-3p	68.1524738127661	76.3999478577516	43.5122133199181	63.1715526217196	62.8090469030389	-0.419572291153324	0.590474945204357	-0.710567475488928	0.47735230385811	0.85984552810001
mmu-mir-1193-3p	38.0385900350323	12.0631496617503	19.1748736664046	10.5285921036199	19.9513013667018	-0.646197701880292	0.909573838953301	-0.710440070070517	0.477431282314739	0.85984552810001
mmu-mir-148b-3p	152713.844401894	104188.083278575	151994.061087602	174728.566329638	145906.138774427	0.334695299080805	0.474887628367358	0.704788415380438	0.480941918928232	0.861491624569333
mmu-mir-877-5p	1039.72146095755	1851.02329809746	1890.20004642288	1892.51443062568	1668.36480902589	0.371511737479547	0.528243617166916	0.703296216757041	0.48187116790372	0.861491624569333
mmu-mir-3097-3p	39.6235312864919	32.1683990980007	42.7747181789026	57.9072565699097	43.1184762833262	0.446333499377516	0.634151835882347	0.703827497016539	0.481540207521891	0.861491624569333
mmu-let-7j-5p	7580.77400573164	5543.68744455545	7380.85137128374	9246.73601500421	7438.01220914376	0.329485925217119	0.470157349708013	0.700799265228424	0.483428296683386	0.861708314220802
mmu-mir-29a-5p	19.0192950175161	53.6139984966678	18.437378525389	27.6375542720023	29.6770565778938	-0.576768995478062	0.824740825212598	-0.69933363045219	0.484343554514285	0.861708314220802
mmu-mir-30d-5p	419273.226425512	378868.681776553	455677.597769567	520616.506265786	443609.003059354	0.282868816155078	0.41746656907278	0.677584355517012	0.498035268177763	0.861973748910654
mmu-mir-100-5p	588831.033977294	495004.64462011	494467.629701562	931284.241267482	627396.887391612	0.376922431725454	0.547563751327773	0.688362644187942	0.491224441759184	0.861973748910654
mmu-mir-484-5p	7469.03564750373	8572.87835961718	10002.6465975941	9602.07599850138	8911.65915080409	0.281736829788381	0.414852110502976	0.679125940679914	0.497058067304522	0.861973748910654
mmu-mir-374b-5p	9895.5807034885	9457.5093348122	17502.2346865813	8205.72147075879	11265.2615489102	0.388071720174918	0.577793113497335	0.671644765417766	0.501809872522713	0.861973748910654
mmu-mir-92b-5p	5902.32122043584	8631.85375796352	3136.56683473918	7498.9897258033	6292.43288473546	-0.421684263162637	0.633529787876471	-0.66561079089285	0.505659907273645	0.861973748910654
mmu-mir-149-5p	4383.15503091174	8807.4396030401	4418.33338982423	5539.35552051704	5787.07088607328	-0.384639832230217	0.57142446122793	-0.673124548087542	0.500868057823486	0.861973748910654
mmu-mir-126-3p	2504.20717730629	3198.07501032623	4463.32059342618	2840.08771995148	3251.42262525255	0.34293402291232	0.508186099500563	0.674819762384981	0.499790283060438	0.861973748910654
mmu-let-7a-1-5p	442.99107978298	412.827788424342	428.484676930041	672.513820618724	489.204341439022	0.347474091592013	0.505712000491157	0.687098766203965	0.492020491672641	0.861973748910654
mmu-mir-324-5p	513.520965472936	1049.49402057227	625.395879581196	548.802863401189	684.303432256898	-0.389680098489809	0.577899584494046	-0.674304167965401	0.500117954751996	0.861973748910654
mmu-mir-98-3p	633.976500583871	561.606634252595	500.759200749566	464.57412657223	540.229115539566	-0.299719871458271	0.434095555132657	-0.690446764345879	0.489913276950796	0.861973748910654
mmu-mir-149-3p	310.648485286097	471.803186770677	528.046520967142	467.206274598135	444.426116905513	0.335357137645453	0.501302477395019	0.668971634427404	0.50351357256759	0.861973748910654
mmu-mir-191-3p	180.683302666403	166.20339533967	218.298561740606	214.520064111256	194.926330964484	0.308046165571724	0.462224293804999	0.666443044427434	0.505127957099548	0.861973748910654
mmu-mir-1194-3p	221.891775204355	206.413894212171	250.748347945291	288.220208836596	241.818556549603	0.319151551127007	0.459591931539769	0.694423746861168	0.487416505737492	0.861973748910654
mmu-mir-3473b-5p	13.4720006374073	76.3999478577516	58.9996112812449	86.8608848548645	58.9331111578171	0.611192086205405	0.887806863863844	0.688429106692668	0.491182599694882	0.861973748910654
mmu-mir-431-5p	59.4352969297379	36.1894489852508	36.8747570507781	31.5857763108598	41.0213198191566	-0.451707440794943	0.666984039409701	-0.677238755510126	0.498254481974354	0.861973748910654
mmu-mir-1930-3p	16.6418831403266	30.828049135584	33.1872813457003	35.5339983497173	29.047802992832	0.500208175458595	0.729619553396853	0.685573972256912	0.492981799188502	0.861973748910654
mmu-mir-1954-5p	38.8310606607621	29.4876991731673	28.0248153585913	19.7411101942874	29.021171346702	-0.470220395030448	0.705705602658798	-0.666312401742112	0.50521144026629	0.861973748910654
mmu-mir-346-3p	30.9063544034637	18.7648994738337	22.1248542304668	9.21251809066745	20.2521565496079	-0.56961876915428	0.854451934301658	-0.6666481124182	0.504996929402494	0.861973748910654
mmu-mir-101a-3p	57139.5095269986	46224.6491538646	81730.6865176266	50162.1610036843	58814.2515505435	0.337280686054457	0.511173691101453	0.65981620714419	0.509371781445495	0.862546297226838
mmu-mir-99b-3p	23511.0185241529	22090.3077305895	20129.1923788787	39326.9236550464	26264.3605721669	0.364335592479447	0.552378518482964	0.659575961570786	0.509525984582839	0.862546297226838
mmu-mir-874-3p	463.595316051956	469.122486845843	218.298561740606	479.050940714707	407.516826338278	-0.397654158331422	0.600248937584123	-0.662482069409231	0.507662322445731	0.862546297226838
mmu-mir-378c-5p	8026.93496801754	8882.49920093544	7825.56094131612	5865.74187572926	7650.18424649959	-0.294976602790614	0.448785914657181	-0.657276873352722	0.51100290403366	0.863053291835652
mmu-mir-92a-1-3p	90534.221695254	110877.769940996	120240.470296036	124855.941608803	111627.100885272	0.275324404208225	0.424840416625991	0.648065469841131	0.5169426063526	0.865111713370905
mmu-mir-146b-5p	26959.0582167034	24016.3906265823	21459.6336132708	45637.4985471536	29518.1452509275	0.375400701089755	0.578829035166742	0.648551952791404	0.516628020064535	0.865111713370905
mmu-mir-652-5p	106.191063847798	135.375346204086	162.248931023424	143.452067411822	136.816852121782	0.330135696485585	0.506349186817284	0.6519921530055	0.514406234540273	0.865111713370905
mmu-mir-1946a-5p	33.2837662806532	37.5297989476675	39.0872424738248	57.9072565699097	41.9520160680138	0.419226865690953	0.644263559551395	0.650707089475716	0.51523558588164	0.865111713370905
mmu-mir-34b-3p	1595.24336959417	1365.81661170261	1362.89102059676	1041.01454424542	1341.24138653474	-0.290815381619869	0.456090483355369	-0.637626506653673	0.523716836757202	0.870736508649497
mmu-mir-488-5p	856.660746413956	434.273387823009	772.894907784308	912.039290976077	743.967083249338	0.363320378929592	0.568864830769858	0.638676112984348	0.523033655285169	0.870736508649497
mmu-mir-3473b-3p	139.474830128452	361.894489852508	472.734385390975	232.945100292591	301.762201416131	0.455418981524563	0.714500071968721	0.637395291325456	0.523867394699084	0.870736508649497
mmu-mir-191-5p	58259.2705211548	48181.5600989929	77460.5896511465	54563.1125029974	59616.1331935729	0.299970918616359	0.472674720157021	0.634624416801282	0.525673399607251	0.871761542787591
mmu-mir-30a-5p	784361.273816745	622697.104839623	977504.822212525	735835.40567792	780099.651636703	0.274664685659547	0.463562304897499	0.592508671990231	0.553510015415714	0.875289132807196
mmu-let-7a-2-5p	125206.396512186	130038.072653743	131515.296011882	180056.033934069	141703.94977797	0.278649807429284	0.450421858224267	0.618641840624313	0.536152331805142	0.875289132807196
mmu-mir-532-5p	79049.7373871772	86519.5900739977	87086.3762316816	112629.614028474	91321.3294303327	0.262439651699702	0.439514848856352	0.597112139402315	0.550432513590444	0.875289132807196
mmu-mir-488-3p	102746.986508377	69514.570100817	96948.8987524827	113423.206658285	95658.4155049902	0.278056332631188	0.478912560563492	0.58059937351408	0.561510494613798	0.875289132807196
mmu-mir-335-5p	37589.2591902435	36769.8205189772	38983.2556589416	19377.8737667125	33180.0522837187	-0.332188937516546	0.560104347042928	-0.593084019558744	0.553124924592935	0.875289132807196
mmu-mir-328-3p	20473.4786157304	23799.2539326708	15367.9237484823	20992.6965806052	20158.3382193722	-0.274805426344393	0.458658621956885	-0.599150246368258	0.549072697458631	0.875289132807196
mmu-mir-181a-2-3p	33021.4585035367	29593.5868201982	17202.074164188	32474.1262696028	28072.8114393814	-0.318442418561799	0.544253607958727	-0.585099324846272	0.558480932809619	0.875289132807196
mmu-mir-143-3p	31308.9294813345	19881.4109925268	23296.7340095406	42644.7462416996	29282.9551812754	0.345980422517682	0.577808399942462	0.598780534433446	0.549319244551683	0.875289132807196
mmu-mir-6239-3p	10307.665428868	10994.8907417041	6972.27906316112	10506.2188453997	9695.26351978326	-0.27538438460898	0.477924737442693	-0.576208685247228	0.564474135369712	0.875289132807196
mmu-mir-199b-5p	2190.38880951727	757.297728765433	3994.27368374028	565.911825569572	1876.96801189814	0.536652188687033	0.916036709114517	0.585841356953681	0.557982128733356	0.875289132807196
mmu-mir-872-3p	2202.27586890322	1926.08289599279	1744.91350364282	1724.05695696777	1899.33230637665	-0.244422072572519	0.418252580145075	-0.584388678457738	0.558958842041036	0.875289132807196
mmu-mir-130a-3p	2268.0509308388	2919.28221814356	2084.89876365099	2171.52212137161	2360.93850850124	-0.276678786152293	0.439753160880935	-0.629168385277859	0.529238823924041	0.875289132807196
mmu-mir-338-5p	504.803788589907	621.922382561346	548.696384915578	867.292774535693	635.678832650631	0.315585389009416	0.514922706566464	0.612879146685449	0.539956252735788	0.875289132807196
