mt1	mt2	wt2	wt3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
mmu-mir-669a-5-3p	189.400479549432	292.196291806839	8612.46825677973	178.986065761539	2318.26277347438	3.18591185835746	1.09135053734091	2.91923790693318	0.00350888319203126	0.063236786417277
mmu-mir-881-3p	161.664007648887	209.094594137004	1050.93057594718	434.304424274323	463.998400501847	1.87302982335691	0.638957205403911	2.93138540033036	0.00337453846315022	0.063236786417277
mmu-mir-369-5p	75.2847094443347	61.656098271168	11.799922256249	19.7411101942874	42.1204600415098	-1.98137341055786	0.681068348622232	-2.9092137588923	0.00362339021763388	0.063236786417277
mmu-mir-466f-2-3p	7.92470625729839	9.38244973691686	286.885609855053	10.5285921036199	78.6803394882222	3.13062053148776	1.08589713509813	2.8829807449532	0.00393931519721701	0.0671515823153505
mmu-mir-669n-5p	28.5289425262742	32.1683990980007	843.694441321802	27.6375542720023	233.00733430452	2.98951206025682	1.06490805398039	2.80729594361006	0.00499593206850522	0.083227686504871
mmu-mir-467c-3p	2.37741187718952	0	168.886387292564	1.31607401295249	43.1449682956764	3.47157891521067	1.24499501299557	2.78842796876571	0.00529645241911852	0.0862733249603083
mmu-mir-466b-8-3p	252.005658982089	344.469940341091	6661.05611365255	263.214802590498	1880.18662889156	2.81555585968634	1.03466386403742	2.72122759627422	0.00650399647167144	0.0906143900513929
mmu-mir-669m-2-5p	296.38401402296	238.582293310172	5053.31670623863	276.375542720023	1466.16463907295	2.70094096992869	0.999515047169891	2.70225143440947	0.00688716587737434	0.0906143900513929
mmu-mir-466d-3p	117.285652608016	191.670044625587	3910.93673280552	128.975253269344	1087.21692082712	2.90519365644444	1.05665860946245	2.74941559215838	0.0059701637133543	0.0906143900513929
mmu-mir-129-2-3p	2513.71682481505	2950.11026727915	1259.64170085458	805.437295926925	1882.22652221892	-1.34856795705905	0.498609061548364	-2.70465994515071	0.00683743441768062	0.0906143900513929
mmu-mir-669f-3p	49.9256494209799	87.1227475570852	1475.72777717214	72.3840707123871	421.290061215648	2.80139377451138	1.02607376529837	2.73020699802881	0.00632945691618528	0.0906143900513929
mmu-mir-466b-1-5p	31.6988250291936	57.6350483839179	907.856518590156	51.3268865051472	262.129319627104	2.75840562811276	1.01802779559897	2.70955826553815	0.00673728705107954	0.0906143900513929
mmu-mir-704-3p	439.821197280061	380.659389326341	888.681644923752	1084.44498667285	698.401804550752	1.22543090116918	0.44893811334338	2.72962099841116	0.00634071754715965	0.0906143900513929
mmu-mir-467e-3p	18.2268243917863	34.8490990228341	778.057373771417	21.0571842072399	213.047620348319	2.981963525299	1.09015924979273	2.73534671734056	0.00623146011490729	0.0906143900513929
mmu-mir-6399-3p	68.944944438496	112.589396843002	246.323377099198	290.852356862501	179.677518810799	1.49606753722123	0.548959974290587	2.7252761718276	0.00642477217718952	0.0906143900513929
mmu-mir-483-3p	15.8494125145968	4.02104988725008	391.609919879263	7.89644407771496	104.844206589706	3.09664542984601	1.14667821279108	2.70053568237648	0.00692279105440382	0.0906143900513929
mmu-mir-495-3p	115.700711356556	264.048942596089	43.5122133199181	55.2751085440047	119.634243954142	-1.80455665579111	0.663671803873579	-2.71904975510284	0.00654697592110332	0.0906143900513929
mmu-mir-297b-5p	68.1524738127661	72.3788979705015	1395.34080680144	71.0679966994346	401.735043821036	2.73115487761477	1.01373286393097	2.69415639444117	0.00705670444127725	0.0907467430781794
mmu-mir-466f-2-5p	53.0955319238992	58.9753983463346	1191.79214788115	50.0108124921947	338.468472660894	2.75988801607279	1.03599937733711	2.66398617262366	0.0077220736766701	0.0975910345689514
mmu-mir-669f-5p	119.663064485206	71.0385480080848	2036.96157948498	84.2287368289595	577.972982201808	2.75662542547411	1.0395387621042	2.65177742857248	0.00800693035656266	0.0993144747217651
mmu-mir-669h-5p	34.0762369063831	21.4455993986671	738.970131297593	19.7411101942874	203.558269449233	2.87902023273531	1.08779924924224	2.64664664435174	0.00812942494311857	0.0993144747217651
mmu-mir-184-3p	389.103077233351	786.7854279386	1379.1159136991	2862.46097817167	1354.36634926068	1.72318466425116	0.655753820304919	2.62779203245799	0.00859410390233813	0.103270133777276
mmu-mir-669e-5p	232.193893338843	243.943693159838	4118.1728674309	230.312952266686	1206.15585154907	2.60487240584895	0.996059137233937	2.61517846528942	0.00891808442312166	0.103761204478542
mmu-mir-696-5p	5.54729438010887	17.424549511417	61.9495918453072	53.9590345310522	34.7201175669713	2.11273154264564	0.80702760315125	2.61791732326866	0.00884682369701033	0.103761204478542
mmu-mir-669i-5p	20.6042362689758	10.7227996993336	323.022871764816	18.4250361813349	93.1937359786151	2.7186492665165	1.04442479353629	2.60301103855597	0.00924089783306046	0.105837157994271
mmu-mir-466m-3p	7.92470625729839	12.0631496617503	227.885998573808	10.5285921036199	64.6006116491193	2.7692636810938	1.07304005284344	2.5807645052536	0.00985818041261156	0.11116994219145
mmu-mir-1981-5p	5510.8407313253	4504.91622368251	9738.62333711049	14228.0761540294	8495.61411153692	1.21311320560291	0.482315307323436	2.5151870305236	0.0118969252414746	0.13212797275759
mmu-mir-467h-3p	4.75482375437903	6.70174981208347	81.1244655117118	13.1607401295249	26.4354448019248	2.49554197092124	0.995132126798324	2.50774937690962	0.0121502811656986	0.132927702902345
mmu-mir-466p-5p	4.75482375437903	6.70174981208347	117.261727421474	7.89644407771496	34.1536862664129	2.67081755982035	1.07413956420072	2.48647163630709	0.0129016853711585	0.1390725790744
mmu-mir-301b-5p	54.6804731753589	60.3157483087513	140.124076792957	146.084215437727	100.301128428698	1.26281958271887	0.514233241612767	2.45573308088435	0.0140597543811359	0.148403088178459
mmu-mir-499-5p	22.1891775204355	18.7648994738337	160.773940741392	40.7982944015273	60.6315780342972	2.03262206438393	0.828794666417521	2.45250379466119	0.0141865883100912	0.148403088178459
mmu-mir-694-3p	35.6611781578428	37.5297989476675	87.7619217808518	117.130587152772	69.5208715097835	1.40526852783305	0.575288821934372	2.44271829080204	0.0145771109806945	0.148403088178459
mmu-mir-379-3p	103.813651970609	56.2946984215012	25.8123299355446	19.7411101942874	51.4154476304855	-1.67335154539315	0.68414510469439	-2.44590151111385	0.0144490464936943	0.148403088178459
mmu-mir-431-3p	80.0395331987137	58.9753983463346	21.3873590894513	23.6893322331449	46.0229057169111	-1.52813442604902	0.632507643140809	-2.41599361307453	0.0156923366015456	0.157568256560725
mmu-mir-466g-3p	76.8696506957944	219.817393836338	2202.16049107247	146.084215437727	661.232937760581	2.41411848488034	1.01247340298721	2.38437718734902	0.0171080572994529	0.165002710532882
mmu-mir-29b-1-3p	582.465909911432	1167.44481726494	345.147725995283	293.484504888406	597.135739515015	-1.37622401439786	0.577055079755225	-2.38490927933885	0.0170833335718284	0.165002710532882
mmu-mir-741-3p	10.3021181344879	17.424549511417	132.749125382801	26.3214802590498	46.699318321939	2.16782081713567	0.909031659803964	2.38475832360247	0.0170903445636574	0.165002710532882
mmu-mir-135a-2-3p	1947.10032741821	1117.85186865552	283.198134149976	676.462042657581	1006.15309322032	-1.55867373905195	0.661276748221064	-2.35706720861579	0.0184199127470949	0.173158550001167
mmu-mir-466b-8-5p	36.4536487835726	53.6139984966678	685.132986003457	35.5339983497173	202.683657908354	2.40917167709689	1.02421750209384	2.35220709680489	0.0186623812415992	0.173158550001167
mmu-mir-466n-3p	14.2644712631371	4.02104988725008	192.486231805062	9.21251809066745	54.996067761529	2.59736215919909	1.10417592758445	2.35230826384814	0.0186573057489384	0.173158550001167
mmu-mir-410-3p	110.945887602177	93.8244973691686	42.7747181789026	19.7411101942874	66.821553336134	-1.57187057935571	0.670915551143023	-2.34287396778589	0.0191358459392229	0.17533218841813
mmu-mir-450b-5p	2028.72480186839	3007.74531566306	17197.6491933419	3681.05901422812	6478.79458127536	1.83750192352667	0.789320465053463	2.32795424023651	0.0199145336281837	0.18021423641307
mmu-mir-466f-3-3p	3.16988250291936	0	101.036834319132	1.31607401295249	26.3806977087509	2.8938517494393	1.24958121596038	2.31585727480321	0.0205660627909665	0.183840536899737
mmu-mir-542-5p	42.0009431636815	48.252598647001	296.473046688256	72.3840707123871	114.777664802831	1.81954804786323	0.795743507629596	2.28660118545409	0.0222191119912291	0.193888203447273
mmu-mir-182-3p	6.33976500583871	0	120.949203126552	5.26429605180997	33.1383160460502	2.77576985025505	1.21277667186837	2.28877246292903	0.0220925762322845	0.193888203447273
mmu-mir-9-3-5p	1068.25040348382	1359.11486189053	590.733607953465	589.601157802717	901.925007782633	-1.00809850047241	0.444080477380064	-2.27008065389381	0.023202689903978	0.199903911175734
mmu-mir-138-1-5p	99.8512988419597	138.05604612892	52.3621550121049	30.2697022979073	80.1348005702229	-1.41673684540487	0.625226359087842	-2.26595828024874	0.0234539377368528	0.199903911175734
mmu-mir-7a-2-5p	92467.8500220348	103592.967895262	185598.764683117	193570.797973079	143807.595143373	0.926887221011054	0.410407333252524	2.25845677187435	0.0239171967179734	0.201509255106603
mmu-mir-382-5p	568.993909274024	243.943693159838	142.336562216003	144.768141424774	275.01057651866	-1.40883350706987	0.627441817210239	-2.24536119274595	0.0247449545896378	0.206114224025052
mmu-mir-379-5p	12404.5427045492	5963.21698279188	2996.44275794623	4010.07751746624	6343.56999068838	-1.31448629184725	0.58745617800019	-2.23759037877857	0.0252477795503898	0.207939577645345
mmu-mir-134-5p	1589.69607521406	832.357326660768	552.383860620656	418.511536118893	848.237199653593	-1.25094686571661	0.570545360211484	-2.19254585691999	0.0283401157145607	0.230814497986367
mmu-mir-337-5p	424.764255391194	199.712144400088	120.949203126552	113.182365113914	214.651992007937	-1.33306800176119	0.609988907265495	-2.18539712096925	0.0288597417868763	0.232463634393191
mmu-mir-541-5p	6982.45868330561	3216.83990980007	1729.42610568149	2232.06152596743	3540.19655618865	-1.28761564926809	0.596098874351533	-2.16007059343775	0.0307672050844035	0.2437901269011
mmu-mir-669a-3-3p	9.50964750875807	6.70174981208347	224.936018009746	1.31607401295249	60.6158723358851	2.57473430948802	1.19313445674211	2.1579582208349	0.0309310802207398	0.2437901269011
mmu-mir-669e-3p	12.6795300116774	17.424549511417	233.048464560917	7.89644407771496	67.7622470404317	2.29588846282932	1.09073691798272	2.10489662995498	0.0353003071224087	0.272369738112901
mmu-mir-466j-3p	15.8494125145968	12.0631496617503	120.949203126552	19.7411101942874	42.1507188742966	1.97015486382421	0.93587775116576	2.10514125522283	0.0352790140069567	0.272369738112901
mmu-mir-669d-3p	4.75482375437903	16.0841995490003	174.786348420688	6.58037006476246	50.5514354472075	2.33201968453473	1.12020142634252	2.08178603391786	0.0373620179943219	0.285274574894145
mmu-mir-6369-3p	28.5289425262742	41.5508488349175	11.799922256249	7.89644407771496	22.4440394237889	-1.61910846877754	0.783359676754027	-2.066877472538	0.0387457009609824	0.292789678395877
mmu-mir-434-5p	3127.08908912994	1715.64795189337	732.332675028453	1241.0577942142	1704.03187756649	-1.22332387714288	0.594123625824957	-2.05903927056302	0.0394904766671783	0.295372646908589
mmu-mir-127-3p	18180.861095494	9934.67392143254	5584.31320776983	6926.49753016897	10156.5864387163	-1.11393921019928	0.544037731726605	-2.04754035471766	0.0406050588319599	0.300641496200269
mmu-mir-1298-5p	25.3590600233548	42.8911987973342	62.6870869863227	147.400289450679	69.5844088144227	1.48339842363428	0.728734912047565	2.03558029004854	0.0417925186385787	0.306339161620782
mmu-mir-494-3p	194.155303303811	93.8244973691686	63.4245821273383	42.1143684144798	98.3796878036993	-1.34312603491935	0.664295323532883	-2.02188091250783	0.0431886561197975	0.312730467817794
mmu-mir-493-5p	52.3030612981694	20.1052494362504	10.3249319742179	7.89644407771496	22.6574216965882	-1.73660959152056	0.860258630747538	-2.01870638602196	0.0435177458627762	0.312730467817794
mmu-mir-455-3p	3684.98840964375	3834.74124247416	2246.4101995334	1824.07858195215	2897.55460840087	-0.860021637019765	0.429683220130644	-2.00152483673502	0.045335859958504	0.313501748580976
mmu-mir-434-3p	668.845208115984	306.940141393423	162.986426164439	226.364730227829	341.284126475419	-1.2463806454041	0.622156052495806	-2.00332479352116	0.04514243794129	0.313501748580976
mmu-mir-871-3p	28.5289425262742	12.0631496617503	71.5370286785095	55.2751085440047	41.8510573526346	1.47842195918574	0.737593657675701	2.00438540082425	0.0450287919685601	0.313501748580976
mmu-mir-380-3p	45.9632962923307	40.2104988725008	17.6998833843735	7.89644407771496	27.94253065673	-1.55067175598367	0.774150338179704	-2.00306281546015	0.0451705465730843	0.313501748580976
mmu-mir-29a-3p	7938.1782579358	12522.8896988592	3982.47376148403	5649.90573760505	7523.36186397101	-1.04006943124907	0.524810503808793	-1.98179995198421	0.0475016348555316	0.313681967109051
mmu-mir-669m-2-3p	14.2644712631371	25.4666492859172	331.135318315987	5.26429605180997	94.0326837292128	2.25870743852388	1.13669689657499	1.98707979702385	0.046913554686858	0.313681967109051
mmu-mir-1965-3p	148.19200701148	115.270096767836	271.398211893727	256.634432525736	197.873687049695	0.963720917368947	0.485628076553242	1.98448352535336	0.0472019628739723	0.313681967109051
mmu-mir-770-3p	65.7750619355766	33.5087490604174	10.3249319742179	19.7411101942874	32.3374632911248	-1.57016043461405	0.786999263728756	-1.99512313032508	0.046029452205449	0.313681967109051
mmu-mir-329-3p	54.6804731753589	69.6981980456681	22.8623493714824	26.3214802590498	43.3906252128898	-1.25463487070167	0.629494123748985	-1.99308432496498	0.0462522141375326	0.313681967109051
mmu-mir-542-3p	16266.2520637307	15002.5371293301	118208.671182538	13006.7594700095	40621.0549614021	1.7755379638302	0.900308904422085	1.97214306679543	0.0485932767912607	0.315492904624795
mmu-mir-344g-3p	434.273902899952	332.40679067934	1211.70451668857	590.917231815669	642.325610520882	1.16520398919394	0.590945328917677	1.97176275397257	0.0486366960744909	0.315492904624795
mmu-mir-679-5p	111.738358227907	72.3788979705015	44.2497084609337	22.3732582201924	62.6850557198837	-1.34513087158721	0.684564108032369	-1.96494507352057	0.0494205951114293	0.317765756286646
mmu-mir-485-3p	51.5105906724395	49.5929486094177	19.9123688074202	19.7411101942874	35.1892545708912	-1.25940954304814	0.64773896586558	-1.94431647533383	0.0518572990935763	0.330533915092099
mmu-mir-129-1-3p	141.852242005641	179.606894963837	77.4369898066339	78.9644407771495	119.465141888315	-0.99491094840374	0.512776093655283	-1.94024440825936	0.0523499939036136	0.330797806304731
mmu-mir-433-3p	126.795300116774	97.8455472564187	54.5746404351516	48.6947384792422	81.9775565718967	-1.06753408567421	0.552423594507507	-1.93245563058531	0.0533032933942767	0.331112831000041
mmu-mir-466m-5p	2.37741187718952	6.70174981208347	78.1744849476495	2.63214802590498	22.4714486657069	2.25141916559014	1.16372187739008	1.93467116957489	0.0530306604169006	0.331112831000041
mmu-mir-148a-3p	1381800.12373072	1559265.30072833	2626252.64694262	2540834.8626643	2027038.23351649	0.79189660749846	0.410872330766341	1.92735443153704	0.0539354744195812	0.332224392853387
mmu-mir-5099-3p	116305.366443988	162541.559242348	220401.897882783	360808.271020991	215014.273647527	1.01291112708299	0.530086245504952	1.91084212365879	0.056024872577922	0.339390343798486
mmu-mir-148a-5p	3115.202029744	2983.61901633956	6803.39267586855	4736.55037261602	4409.69102364203	0.889238837308695	0.465278530268503	1.91119679817492	0.0559792952005027	0.339390343798486
mmu-mir-485-5p	94.3040044618508	45.5718987221676	26.5498250765602	25.0054062460974	47.857783626669	-1.33011934341843	0.700587094725085	-1.89857814029585	0.0576199648056596	0.346192083627446
mmu-mir-378a-5p	244.08095272479	381.999739288758	160.773940741392	144.768141424774	232.905693544929	-0.987273326330473	0.526227641065038	-1.87613353858098	0.0606369453718267	0.361356755752431
mmu-mir-384-3p	2841.00719324147	3857.52719183525	1708.03874659204	1930.68057700131	2584.31342716752	-0.851826814096267	0.457570928457789	-1.86162791628238	0.0626555555287285	0.370375179052887
mmu-mir-669h-3p	2.37741187718952	5.36139984966678	115.049241998428	0	30.697013431321	2.31360304972396	1.25521570306299	1.84319160768805	0.0653010397829133	0.382925297287004
mmu-mir-92b-3p	104192.452929708	87136.1510567093	38449.3091768463	60486.7616352966	72566.16869964	-0.914732318259133	0.497891886156916	-1.8372107352857	0.0661787914824449	0.384992493306604
mmu-mir-127-5p	614.164734940625	269.410342445756	219.773552022637	152.664585502489	314.003303727877	-1.16458003441158	0.63905031518888	-1.82236047261375	0.0684003080439721	0.394782880285288
mmu-mir-582-3p	1464.48571634874	810.9117272621	1924.1248229096	2942.74149296177	1785.56593987055	1.03922435841687	0.572975860271792	1.81373148586733	0.0697190751581013	0.399250641335065
mmu-mir-370-3p	1840.90926357042	950.308123353437	488.959278493317	783.064037706733	1015.81017578098	-1.06998760782554	0.600249455988482	-1.78257155779258	0.074656073174351	0.424208539820149
mmu-mir-344f-3p	2651.60671369204	2159.3037894533	3593.81382216883	5402.48382316998	3451.80203712104	0.868777585234368	0.491514682268729	1.76755164509892	0.0771358879097216	0.431607678151343
mmu-mir-224-5p	351.064487198319	217.136693911505	1205.06706041943	344.811391393553	529.519908230701	1.31562619783882	0.743522968396001	1.76944930252392	0.0768189241407402	0.431607678151343
mmu-mir-19b-1-3p	866.170393922714	633.985532223097	3823.17481102467	731.737151201586	1513.76697209302	1.42502960107277	0.810163870499417	1.75893995395565	0.0785877080013644	0.436399923977273
mmu-mir-465b-1-5p	34.0762369063831	40.2104988725008	120.211707985537	57.9072565699097	63.1014250835825	1.17764518161737	0.675573014884936	1.74317972398283	0.0813022260616092	0.448079185738042
mmu-mir-218-1-5p	104.606122596339	77.7402978201683	31.7122910636691	51.3268865051472	66.3463994963308	-1.07725837005892	0.623539600347102	-1.72765028790353	0.0840509411571701	0.459771193046311
mmu-mir-140-5p	2673.00342058675	3369.63980551557	1680.75142637446	1843.81969214644	2391.80358615581	-0.75460135670203	0.4384206926282	-1.72118097843061	0.0852179883901399	0.462702114740538
mmu-mir-322-3p	26821.1683278264	26286.9434629162	77005.5551491399	34067.8918992882	41045.3897097927	1.00495572167	0.593700209176566	1.69269895165412	0.0905127849292962	0.477308427001253
mmu-mir-200b-3p	202.872480186839	20.1052494362504	1372.47845742996	40.7982944015273	409.063620363644	1.93880224629356	1.14377461352917	1.69509116862743	0.0900581272991205	0.477308427001253
mmu-mir-409-3p	920.058396472343	605.838183012346	415.209764391761	419.827610131845	590.233488502074	-0.837688125048396	0.49297682689501	-1.69924442559407	0.0892731389704603	0.477308427001253
mmu-mir-1196-5p	95.8889457133105	77.7402978201683	151.923999049206	173.721769709729	124.818753073103	0.865875952061235	0.510400319398865	1.6964643617015	0.0897979738363709	0.477308427001253
mmu-mir-26a-2-3p	1661.81090215547	1784.00579997662	1022.90576058858	1069.96817253038	1384.67265881276	-0.700319253438611	0.414759392034893	-1.68849522611822	0.0913162045955974	0.478105556918378
mmu-mir-5117-5p	9676.06634016133	13690.3345161241	26348.488903063	17269.5231979626	16746.1032393278	0.863063469178071	0.516003553058355	1.67259210535023	0.0944076221121204	0.483723508827848
mmu-mir-203-3p	847.943569530928	483.866336432427	3352.65291105674	625.135156152434	1327.39949329313	1.39357011188387	0.830471800497069	1.67804627568301	0.0933380654732331	0.483723508827848
mmu-mir-200c-3p	54.6804731753589	34.8490990228341	238.210930548026	44.7465164403847	93.121754796651	1.44606326724384	0.866130380781792	1.66956765324244	0.0950049347045212	0.483723508827848
mmu-mir-138-2-5p	98.2663575905	116.610446730252	62.6870869863227	43.4304424274323	80.2485834336269	-0.955964332798896	0.572623481797322	-1.66944661402701	0.0950289021435335	0.483723508827848
mmu-mir-450a-2-5p	3850.61477042129	4844.02476417394	19000.8248131249	4243.02261775884	7984.62174136975	1.27802374997978	0.771924261492404	1.6556336077699	0.097796039918448	0.487649641226002
mmu-mir-297a-3-3p	139.474830128452	581.711883688846	3149.10425213645	173.721769709729	1011.00318391587	1.74081889701991	1.05041682510006	1.65726486421625	0.0974659376113775	0.487649641226002
mmu-mir-300-3p	870.925217677093	605.838183012346	472.734385390975	292.168430875453	560.416554238967	-0.903806914045394	0.545162342463734	-1.65786747111117	0.0973442191185945	0.487649641226002
mmu-mir-200a-5p	22.1891775204355	0	151.923999049206	18.4250361813349	48.134553187744	1.97984404892238	1.20005426250357	1.64979543907623	0.0989847819435092	0.490242197058056
mmu-mir-709-3p	206.042362689758	254.666492859172	138.649086510926	119.762735178677	179.780169309633	-0.799759944512244	0.490209527493608	-1.63146552577494	0.102792128372309	0.502327252944819
